id_orden,fecha_orden,id_vendedor,id_producto,cantidad
9069,23/02/2004,61,1886,3
9070,23/02/2004,99,6215,1
9071,23/02/2004,10,209,2
9072,23/02/2004,61,6770,2
9073,5/02/2004,71,5997,3
9074,5/02/2004,25,9354,2
9075,5/02/2004,26,296,3
9076,5/02/2004,56,6979,3
9077,16/02/2004,74,1783,3
9078,2/02/2004,77,7018,2
9079,2/02/2004,37,8620,1
9080,2/02/2004,70,7705,3
9081,2/02/2004,24,8167,2
9082,2/02/2004,67,5470,3
9083,2/02/2004,65,3386,3
9084,2/02/2004,42,3218,3
9085,2/02/2004,53,6649,1
9086,2/02/2004,82,5942,3
9087,3/02/2004,77,8218,1
9088,3/02/2004,23,7308,1
9089,3/02/2004,32,9308,3
9090,3/02/2004,88,9237,2
9091,3/02/2004,6,7438,2
9092,3/02/2004,84,9938,2
9093,27/02/2004,82,2117,1
9094,27/02/2004,4,7323,2
9095,27/02/2004,56,9987,1
9096,27/02/2004,94,4884,2
9097,27/02/2004,7,3112,1
9098,27/02/2004,35,3581,2
9099,27/02/2004,5,3746,3
9100,1/02/2004,63,1963,1
9101,1/02/2004,84,5595,1
9102,1/02/2004,11,4291,1
9103,1/02/2004,57,7453,2
9104,1/02/2004,66,9090,3
9105,1/02/2004,100,1871,2
9106,1/02/2004,19,4588,2
9107,13/02/2004,29,2450,2
9108,13/02/2004,47,954,2
9109,13/02/2004,46,5198,2
9110,13/02/2004,70,9528,3
9111,10/02/2004,24,7440,1
9112,10/02/2004,37,5390,1
9113,10/02/2004,6,4067,3
9114,10/02/2004,54,6065,1
9115,10/02/2004,82,3909,2
9116,24/02/2004,20,9766,2
9117,24/02/2004,36,4954,3
9118,24/02/2004,51,7778,3
9119,11/02/2004,85,3265,1
9120,11/02/2004,37,7766,3
9121,11/02/2004,31,2322,3
9122,11/02/2004,7,1518,3
9123,11/02/2004,95,1538,3
9124,11/02/2004,38,2794,2
9125,11/02/2004,50,6588,3
9126,11/02/2004,96,7124,1
9127,12/02/2004,25,8623,2
9128,12/02/2004,12,6603,2
9129,12/02/2004,16,5295,2
9130,3/02/2004,55,7745,2
9131,3/02/2004,17,6436,2
9132,3/02/2004,46,3115,3
9133,3/02/2004,30,4180,2
9134,24/02/2004,19,1323,3
9135,24/02/2004,98,169,3
9136,25/02/2004,1,7324,1
9137,25/02/2004,18,939,2
9138,25/02/2004,5,6224,2
9139,25/02/2004,30,8307,3
9140,25/02/2004,78,5154,1
9141,4/02/2004,81,8408,1
9142,4/02/2004,10,6338,1
9143,4/02/2004,52,5540,2
9144,4/02/2004,80,8306,3
9145,4/02/2004,55,6164,3
9146,4/02/2004,69,5206,2
9147,4/02/2004,57,8074,2
9148,2/02/2004,24,4746,3
9149,2/02/2004,17,1763,1
9150,2/02/2004,94,5897,1
9151,2/02/2004,32,8172,1
9152,2/02/2004,38,1488,3
9153,2/02/2004,82,3949,3
9154,2/02/2004,89,6898,1
9155,2/02/2004,2,190,1
9156,14/02/2004,7,2809,2
9157,14/02/2004,30,2877,3
9158,14/02/2004,47,585,1
9159,6/02/2004,52,8935,3
9160,1/02/2004,81,767,3
9161,1/02/2004,74,7179,1
9162,1/02/2004,47,6253,1
9163,1/02/2004,87,1537,1
9164,1/02/2004,14,3484,1
9165,1/02/2004,76,6386,3
9166,21/02/2004,9,8727,2
9167,24/02/2004,20,409,3
9168,2/02/2004,98,40,2
9169,20/02/2004,95,3061,3
9170,20/02/2004,70,5351,2
9171,20/02/2004,17,1449,3
9172,20/02/2004,32,6323,3
9173,21/02/2004,79,4043,1
9174,21/02/2004,23,3494,1
9175,21/02/2004,99,345,3
9176,21/02/2004,3,2440,1
9177,21/02/2004,5,7551,1
9178,21/02/2004,32,96,2
9179,21/02/2004,77,4043,1
9180,21/02/2004,41,9010,1
9181,21/02/2004,82,943,1
9182,15/02/2004,65,8601,1
9183,27/02/2004,64,8702,1
9184,27/02/2004,80,5696,1
9185,27/02/2004,19,1976,3
9186,27/02/2004,3,5065,1
9187,27/02/2004,52,8186,3
9188,27/02/2004,27,3073,2
9189,27/02/2004,17,629,1
9190,27/02/2004,17,5758,2
9191,27/02/2004,7,9699,1
9192,27/02/2004,68,8249,3
9193,27/02/2004,8,1728,3
9194,27/02/2004,15,9855,1
9195,27/02/2004,87,1772,3
9196,27/02/2004,60,7978,1
9197,27/02/2004,26,9432,2
9198,10/02/2004,97,3727,1
9199,10/02/2004,64,5785,3
9200,10/02/2004,21,6784,2
9201,10/02/2004,95,9968,2
9202,10/02/2004,44,1085,1
9203,10/02/2004,88,5062,3
9204,10/02/2004,57,7518,2
9205,10/02/2004,26,7909,2
9206,11/02/2004,25,859,2
9207,11/02/2004,60,2157,3
9208,11/02/2004,27,4861,1
9209,11/02/2004,87,2509,3
9210,9/02/2004,61,6418,1
9211,9/02/2004,60,3521,1
9212,9/02/2004,72,8558,2
9213,9/02/2004,18,9620,3
9214,9/02/2004,93,6760,2
9215,9/02/2004,33,6484,2
9216,9/02/2004,14,9442,2
9217,1/02/2004,21,6921,2
9218,1/02/2004,34,7045,3
9219,1/02/2004,53,3723,1
9220,2/02/2004,88,1602,2
9221,2/02/2004,25,380,3
9222,2/02/2004,82,8485,2
9223,2/02/2004,19,1220,3
9224,21/02/2004,10,5520,1
9225,21/02/2004,89,8425,2
9226,21/02/2004,88,7560,3
9227,21/02/2004,63,8216,1
9228,4/02/2004,78,4214,1
9229,4/02/2004,89,74,2
9230,4/02/2004,42,6428,1
9231,4/02/2004,29,8537,3
9232,4/02/2004,93,6396,3
9233,4/02/2004,85,6049,2
9234,4/02/2004,30,2817,3
9235,4/02/2004,85,1923,1
9236,23/02/2004,77,1774,1
9237,23/02/2004,58,8589,3
9238,23/02/2004,53,1246,3
9239,23/02/2004,26,921,1
9240,6/02/2004,72,7592,1
9241,6/02/2004,30,1030,2
9242,6/02/2004,20,668,3
9243,6/02/2004,68,2050,3
9244,6/02/2004,63,8483,3
9245,6/02/2004,83,1944,1
9246,16/02/2004,54,2473,2
9247,16/02/2004,84,7102,2
9248,16/02/2004,64,8636,2
9249,16/02/2004,60,3580,3
9250,7/02/2004,96,1896,1
9251,7/02/2004,78,585,3
9252,7/02/2004,71,3401,1
9253,7/02/2004,76,3507,2
9254,4/02/2004,38,3654,1
9255,4/02/2004,23,963,3
9256,4/02/2004,14,6941,1
9257,4/02/2004,85,2495,3
9258,4/02/2004,61,8325,3
9259,4/02/2004,78,3661,3
9260,4/02/2004,72,5285,3
9261,4/02/2004,3,6840,3
9262,4/02/2004,90,1741,3
9263,7/02/2004,6,3124,2
9264,7/02/2004,47,4410,2
9265,7/02/2004,76,9348,2
9266,7/02/2004,24,3553,2
9267,7/02/2004,79,4861,1
9268,7/02/2004,60,8683,3
9269,7/02/2004,35,9908,3
9270,7/02/2004,51,6951,2
9271,7/02/2004,51,3967,1
9272,3/02/2004,96,9896,1
9273,3/02/2004,46,6185,1
9274,3/02/2004,57,5017,3
9275,20/02/2004,36,5016,3
9276,20/02/2004,6,6879,1
9277,20/02/2004,46,3967,1
9278,20/02/2004,89,6485,3
9279,20/02/2004,94,926,2
9280,20/02/2004,77,6182,1
9281,7/02/2004,4,5367,2
9282,7/02/2004,61,6946,2
9283,7/02/2004,25,7757,3
9284,7/02/2004,50,7602,2
9285,7/02/2004,22,8615,1
9286,7/02/2004,64,3249,2
9287,6/02/2004,6,7314,3
9288,6/02/2004,44,7327,1
9289,6/02/2004,41,9378,2
9290,6/02/2004,44,107,1
9291,6/02/2004,89,8978,2
9292,6/02/2004,50,1136,1
9293,6/02/2004,55,9421,2
9294,21/02/2004,80,167,3
9295,21/02/2004,86,1076,3
9296,21/02/2004,75,2442,3
9297,21/02/2004,49,385,2
9298,15/02/2004,52,9486,1
9299,15/02/2004,69,6371,3
9300,15/02/2004,71,3471,2
9301,15/02/2004,77,624,2
9302,15/02/2004,26,6052,3
9303,15/02/2004,52,9867,3
9304,15/02/2004,37,752,3
9305,8/02/2004,60,2277,2
9306,8/02/2004,90,1969,2
9307,8/02/2004,70,2008,2
9308,8/02/2004,33,3043,1
9309,1/02/2004,54,5824,2
9310,1/02/2004,19,7170,1
9311,1/02/2004,19,1118,1
9312,1/02/2004,78,7943,1
9313,1/02/2004,16,4218,2
9314,4/02/2004,28,3371,2
9315,4/02/2004,11,135,3
9316,21/02/2004,16,5765,2
9317,21/02/2004,61,3752,3
9318,21/02/2004,94,6085,2
9319,21/02/2004,32,7206,1
9320,21/02/2004,24,8830,1
9321,21/02/2004,29,5211,2
9322,21/02/2004,90,5224,2
9323,21/02/2004,35,6640,1
9324,21/02/2004,42,8070,1
9325,21/02/2004,58,1505,3
9326,21/02/2004,80,2245,1
9327,21/02/2004,100,5757,3
9328,21/02/2004,9,4051,3
9329,21/02/2004,100,8958,3
9330,21/02/2004,92,1135,1
9331,21/02/2004,37,8622,3
9332,21/02/2004,80,6560,2
9333,23/02/2004,14,1389,2
9334,23/02/2004,45,9662,3
9335,23/02/2004,13,7246,3
9336,23/02/2004,95,8886,2
9337,20/02/2004,37,2140,2
9338,20/02/2004,76,286,3
9339,20/02/2004,70,4605,2
9340,20/02/2004,79,5339,2
9341,20/02/2004,71,4152,2
9342,20/02/2004,7,6271,1
9343,20/02/2004,83,3692,1
9344,20/02/2004,95,8599,1
9345,24/02/2004,19,1535,2
9346,24/02/2004,1,7637,3
9347,24/02/2004,48,2542,2
9348,24/02/2004,66,3184,3
9349,24/02/2004,79,350,2
9350,24/02/2004,49,8331,1
9351,24/02/2004,74,917,3
9352,24/02/2004,21,387,2
9353,24/02/2004,5,2953,2
9354,26/02/2004,28,9876,2
9355,26/02/2004,52,8184,3
9356,26/02/2004,9,7704,2
9357,26/02/2004,15,5930,1
9358,26/02/2004,90,6012,3
9359,22/02/2004,30,172,3
9360,28/02/2004,97,3011,2
9361,28/02/2004,80,6834,2
9362,28/02/2004,23,1792,3
9363,28/02/2004,7,9122,1
9364,28/02/2004,48,6890,1
9365,28/02/2004,94,6229,3
9366,28/02/2004,19,7207,2
9367,28/02/2004,12,5239,2
9368,3/02/2004,25,8631,2
9369,3/02/2004,43,476,2
9370,3/02/2004,27,5628,1
9371,3/02/2004,21,4301,2
9372,3/02/2004,45,1169,3
9373,3/02/2004,43,3734,2
9374,3/02/2004,22,5927,1
9375,22/02/2004,78,8593,3
9376,22/02/2004,90,8015,2
9377,22/02/2004,61,4007,2
9378,22/02/2004,28,9233,3
9379,22/02/2004,57,131,1
9380,22/02/2004,20,413,3
9381,22/02/2004,85,6875,3
9382,10/02/2004,80,7998,3
9383,10/02/2004,14,4458,3
9384,10/02/2004,56,7872,3
9385,10/02/2004,43,3345,2
9386,10/02/2004,67,8758,1
9387,10/02/2004,4,1517,3
9388,10/02/2004,76,7618,1
9389,10/02/2004,44,6353,2
9390,10/02/2004,69,4930,1
9391,3/02/2004,52,4210,1
9392,25/02/2004,8,8434,1
9393,25/02/2004,46,1133,2
9394,4/02/2004,52,3780,3
9395,4/02/2004,72,2862,1
9396,4/02/2004,75,9861,2
9397,4/02/2004,3,1648,3
9398,4/02/2004,14,4487,3
9399,4/02/2004,49,3111,3
9400,4/02/2004,76,8359,2
9401,4/02/2004,5,3579,3
9402,4/02/2004,17,4948,3
9403,23/02/2004,5,6013,3
9404,23/02/2004,17,10,3
9405,23/02/2004,35,3737,1
9406,23/02/2004,39,2735,3
9407,23/02/2004,6,264,2
9408,23/02/2004,55,8274,1
9409,23/02/2004,34,9051,3
9410,22/02/2004,27,8697,3
9411,22/02/2004,59,1405,3
9412,8/02/2004,95,2771,1
9413,8/02/2004,85,1456,1
9414,8/02/2004,71,28,3
9415,8/02/2004,51,8948,1
9416,8/02/2004,83,4614,1
9417,8/02/2004,83,1238,3
9418,8/02/2004,15,2017,1
9419,11/02/2004,39,8425,1
9420,11/02/2004,52,3609,2
9421,11/02/2004,94,4119,1
9422,8/02/2004,38,506,2
9423,8/02/2004,53,3079,1
9424,8/02/2004,31,7371,2
9425,8/02/2004,14,4919,3
9426,8/02/2004,71,2003,2
9427,21/02/2004,16,3963,3
9428,21/02/2004,29,176,3
9429,21/02/2004,48,8858,2
9430,21/02/2004,57,735,3
9431,21/02/2004,9,6932,2
9432,21/02/2004,28,1318,1
9433,21/02/2004,13,6649,2
9434,21/02/2004,22,6573,2
9435,27/02/2004,83,355,3
9436,27/02/2004,95,7134,2
9437,27/02/2004,90,5156,3
9438,26/02/2004,52,1265,3
9439,26/02/2004,40,4257,1
9440,26/02/2004,29,7537,1
9441,26/02/2004,99,6243,3
9442,26/02/2004,83,396,1
9443,26/02/2004,5,2615,1
9444,12/02/2004,8,5274,2
9445,23/02/2004,32,3418,2
9446,23/02/2004,46,3503,3
9447,23/02/2004,83,4178,1
9448,23/02/2004,99,1165,3
9449,23/02/2004,48,8332,1
9450,23/02/2004,66,9643,1
9451,23/02/2004,60,3869,3
9452,23/02/2004,80,5702,1
9453,16/02/2004,8,7810,3
9454,16/02/2004,97,7329,2
9455,16/02/2004,75,8306,1
9456,16/02/2004,11,8909,2
9457,16/02/2004,23,8262,3
9458,16/02/2004,90,4411,1
9459,16/02/2004,10,1860,3
9460,16/02/2004,23,252,2
9461,2/02/2004,50,3844,2
9462,2/02/2004,64,1474,3
9463,2/02/2004,14,2789,3
9464,2/02/2004,83,7823,3
9465,2/02/2004,13,3273,1
9466,2/02/2004,63,6304,1
9467,2/02/2004,100,8616,2
9468,2/02/2004,76,4680,3
9469,18/02/2004,69,405,3
9470,18/02/2004,18,6173,1
9471,18/02/2004,12,5425,2
9472,18/02/2004,61,8303,2
9473,18/02/2004,71,7840,2
9474,14/02/2004,35,9396,1
9475,14/02/2004,84,3514,3
9476,14/02/2004,46,905,3
9477,14/02/2004,24,8327,3
9478,14/02/2004,46,7868,3
9479,14/02/2004,96,840,1
9480,11/02/2004,27,1567,2
9481,11/02/2004,74,4478,3
9482,11/02/2004,96,8804,3
9483,11/02/2004,26,4164,3
9484,11/02/2004,66,5882,1
9485,11/02/2004,98,1376,1
9486,11/02/2004,25,3687,1
9487,20/02/2004,37,302,2
9488,21/02/2004,69,5570,1
9489,21/02/2004,90,7799,3
9490,21/02/2004,2,9945,2
9491,21/02/2004,1,6398,1
9492,21/02/2004,92,472,1
9493,26/02/2004,99,6383,2
9494,26/02/2004,69,5417,3
9495,26/02/2004,18,7406,3
9496,26/02/2004,58,9012,2
9497,7/02/2004,44,7756,1
9498,7/02/2004,79,1115,3
9499,7/02/2004,60,7726,3
9500,8/02/2004,47,9458,1
9501,8/02/2004,3,4114,3
9502,8/02/2004,12,3388,2
9503,26/02/2004,29,824,1
9504,26/02/2004,4,3345,3
9505,26/02/2004,98,1298,1
9506,26/02/2004,24,2720,2
9507,26/02/2004,69,5286,3
9508,26/02/2004,47,5971,1
9509,1/02/2004,79,3769,2
9510,1/02/2004,8,3533,3
9511,1/02/2004,19,8090,1
9512,1/02/2004,30,2398,1
9513,1/02/2004,14,2919,2
9514,1/02/2004,38,5568,1
9515,1/02/2004,60,9950,1
9516,1/02/2004,43,7710,1
9517,13/02/2004,49,3409,1
9518,13/02/2004,91,9321,3
9519,13/02/2004,85,9531,2
9520,13/02/2004,68,1736,3
9521,13/02/2004,91,2376,2
9522,13/02/2004,21,7822,2
9523,1/02/2004,70,4344,3
9524,1/02/2004,2,344,3
9525,1/02/2004,17,4210,2
9526,1/02/2004,71,9385,2
9527,1/02/2004,86,8256,3
9528,1/02/2004,21,4933,1
9529,1/02/2004,62,8149,2
9530,1/02/2004,100,8632,1
9531,16/02/2004,19,3243,1
9532,16/02/2004,29,5000,2
9533,16/02/2004,35,6553,1
9534,16/02/2004,21,1763,2
9535,16/02/2004,23,4175,3
9536,14/02/2004,57,5780,1
9537,14/02/2004,9,999,2
9538,14/02/2004,45,4585,3
9539,14/02/2004,39,2259,3
9540,14/02/2004,66,2050,1
9541,10/02/2004,54,8634,1
9542,10/02/2004,5,4296,1
9543,10/02/2004,99,4205,3
9544,10/02/2004,87,7495,1
9545,10/02/2004,59,2117,3
9546,10/02/2004,59,7361,2
9547,10/02/2004,96,7047,1
9548,10/02/2004,16,4809,1
9549,10/02/2004,40,7192,1
9550,11/02/2004,45,7445,3
9551,11/02/2004,15,7788,3
9552,11/02/2004,55,8418,1
9553,11/02/2004,25,176,1
9554,11/02/2004,56,349,3
9555,11/02/2004,90,2599,2
9556,11/02/2004,66,685,3
9557,11/02/2004,91,3941,3
9558,22/02/2004,80,2348,2
9559,22/02/2004,16,7025,3
9560,22/02/2004,36,7744,2
9561,22/02/2004,17,7743,1
9562,22/02/2004,56,2407,2
9563,28/02/2004,52,9346,3
9564,28/02/2004,35,8727,3
9565,28/02/2004,67,306,3
9566,28/02/2004,36,8330,1
9567,28/02/2004,8,3721,3
9568,28/02/2004,34,9708,3
9569,28/02/2004,55,7193,3
9570,11/02/2004,44,9110,3
9571,11/02/2004,46,3220,3
9572,11/02/2004,43,3431,1
9573,11/02/2004,44,8283,2
9574,11/02/2004,99,4457,3
9575,11/02/2004,29,5689,2
9576,16/02/2004,10,4556,2
9577,16/02/2004,18,3272,1
9578,16/02/2004,10,9095,3
9579,16/02/2004,24,1899,3
9580,14/02/2004,37,3719,3
9581,14/02/2004,4,4434,1
9582,14/02/2004,31,7473,3
9583,14/02/2004,28,9682,1
9584,14/02/2004,55,8616,3
9585,14/02/2004,5,6741,1
9586,14/02/2004,58,5947,1
9587,14/02/2004,52,9035,1
9588,21/02/2004,97,1110,3
9589,21/02/2004,5,4904,1
9590,17/02/2004,86,5892,2
9591,25/02/2004,50,2438,1
9592,25/02/2004,54,986,1
9593,25/02/2004,15,1710,3
9594,1/02/2004,74,879,1
9595,1/02/2004,40,7445,3
9596,1/02/2004,77,6628,1
9597,1/02/2004,97,361,3
9598,1/02/2004,97,1941,2
9599,1/02/2004,92,7942,3
9600,6/02/2004,80,2023,3
9601,6/02/2004,11,7567,2
9602,6/02/2004,31,576,1
9603,6/02/2004,54,6164,1
9604,6/02/2004,55,2124,3
9605,6/02/2004,19,1163,1
9606,6/02/2004,48,6323,2
9607,6/02/2004,3,8235,3
9608,16/02/2004,29,8736,2
9609,16/02/2004,25,9908,1
9610,4/02/2004,95,4796,3
9611,4/02/2004,81,1189,3
9612,4/02/2004,64,4082,3
9613,7/02/2004,87,6219,1
9614,7/02/2004,66,6211,3
9615,7/02/2004,58,3089,1
9616,7/02/2004,39,1217,1
9617,7/02/2004,30,9734,3
9618,7/02/2004,96,7003,2
9619,7/02/2004,88,8931,2
9620,7/02/2004,55,1180,3
9621,18/02/2004,45,5578,1
9622,18/02/2004,20,1746,3
9623,18/02/2004,27,8300,2
9624,18/02/2004,1,5521,1
9625,18/02/2004,22,485,2
9626,25/02/2004,26,4084,3
9627,25/02/2004,26,7555,2
9628,25/02/2004,85,9576,3
9629,25/02/2004,70,2060,2
9630,25/02/2004,26,2565,1
9631,7/02/2004,90,6091,2
9632,7/02/2004,15,3640,1
9633,7/02/2004,84,7995,2
9634,7/02/2004,36,8433,2
9635,7/02/2004,13,1213,2
9636,7/02/2004,73,6768,1
9637,7/02/2004,54,8234,2
9638,7/02/2004,29,8401,2
9639,2/02/2004,27,7784,1
9640,2/02/2004,98,5442,3
9641,2/02/2004,13,7802,3
9642,2/02/2004,99,834,1
9643,2/02/2004,38,1751,1
9644,2/02/2004,48,8850,3
9645,2/02/2004,63,7175,1
9646,2/02/2004,50,9508,2
9647,23/02/2004,29,1895,3
9648,23/02/2004,42,784,1
9649,23/02/2004,86,3808,3
9650,23/02/2004,14,3525,2
9651,23/02/2004,62,1668,2
9652,23/02/2004,38,2560,3
9653,23/02/2004,6,6397,3
9654,23/02/2004,49,9296,2
9655,23/02/2004,18,6007,1
9656,13/02/2004,26,5598,3
9657,13/02/2004,65,5654,2
9658,13/02/2004,58,3133,2
9659,9/02/2004,92,2824,2
9660,9/02/2004,82,5068,2
9661,9/02/2004,9,2582,3
9662,9/02/2004,17,1038,2
9663,9/02/2004,84,3765,2
9664,11/02/2004,31,4359,3
9665,11/02/2004,71,3125,3
9666,11/02/2004,74,5362,2
9667,6/02/2004,24,6065,2
9668,6/02/2004,2,1021,3
9669,6/02/2004,81,9605,2
9670,6/02/2004,20,4050,1
9671,6/02/2004,49,7034,3
9672,6/02/2004,86,9060,3
9673,6/02/2004,99,7710,1
9674,11/02/2004,33,1634,2
9675,11/02/2004,30,562,2
9676,11/02/2004,7,2896,2
9677,11/02/2004,37,4666,3
9678,11/02/2004,40,7602,2
9679,11/02/2004,88,9217,3
9680,11/02/2004,60,3998,2
9681,13/02/2004,32,8654,3
9682,13/02/2004,14,6524,2
9683,13/02/2004,62,7559,2
9684,13/02/2004,74,5303,2
9685,16/02/2004,68,6734,3
9686,16/02/2004,56,4665,3
9687,16/02/2004,9,4367,3
9688,16/02/2004,38,983,3
9689,16/02/2004,75,5818,3
9690,16/02/2004,67,5537,2
9691,16/02/2004,11,8064,3
9692,16/02/2004,61,316,1
9693,16/02/2004,64,4552,2
9694,19/02/2004,15,8892,1
9695,19/02/2004,90,8756,2
9696,19/02/2004,4,5974,2
9697,10/02/2004,28,1089,3
9698,21/02/2004,63,4487,1
9699,21/02/2004,30,6956,1
9700,21/02/2004,30,6886,2
9701,21/02/2004,43,9557,3
9702,21/02/2004,83,7572,2
9703,21/02/2004,49,1908,2
9704,21/02/2004,87,7312,2
9705,21/02/2004,42,7392,2
9706,17/02/2004,55,583,2
9707,17/02/2004,85,4448,2
9708,11/02/2004,28,992,3
9709,11/02/2004,6,9613,2
9710,3/02/2004,52,1586,2
9711,3/02/2004,66,4837,3
9712,3/02/2004,88,9165,3
9713,3/02/2004,10,3377,2
9714,3/02/2004,20,1799,1
9715,3/02/2004,55,2679,3
9716,3/02/2004,49,6915,1
9717,27/02/2004,78,1888,1
9718,27/02/2004,49,9277,2
9719,27/02/2004,67,1924,1
9720,27/02/2004,5,3651,1
9721,17/02/2004,17,2037,3
9722,17/02/2004,61,6306,3
9723,25/02/2004,13,1947,2
9724,25/02/2004,27,2989,2
9725,9/02/2004,37,7400,2
9726,9/02/2004,50,6007,3
9727,9/02/2004,78,5216,2
9728,12/02/2004,75,8676,1
9729,12/02/2004,90,2091,3
9730,12/02/2004,41,2547,2
9731,12/02/2004,89,6467,3
9732,12/02/2004,50,1002,2
9733,12/02/2004,74,4323,2
9734,12/02/2004,21,7533,2
9735,1/02/2004,48,425,3
9736,1/02/2004,6,5276,3
9737,1/02/2004,18,3128,1
9738,20/02/2004,92,5484,1
9739,20/02/2004,99,8841,2
9740,10/02/2004,48,5060,3
9741,10/02/2004,14,4814,2
9742,10/02/2004,34,2716,3
9743,10/02/2004,15,679,1
9744,10/02/2004,48,5404,1
9745,10/02/2004,39,770,2
9746,11/02/2004,67,9018,3
9747,11/02/2004,47,279,2
9748,11/02/2004,29,6366,3
9749,11/02/2004,97,7279,1
9750,11/02/2004,61,8962,2
9751,11/02/2004,51,6007,1
9752,11/02/2004,41,7051,3
9753,11/02/2004,70,8339,1
9754,11/02/2004,72,4348,1
9755,23/02/2004,26,7311,3
9756,23/02/2004,38,9561,3
9757,23/02/2004,38,3990,1
9758,23/02/2004,61,9273,3
9759,23/02/2004,89,2278,3
9760,23/02/2004,32,6905,1
9761,23/02/2004,98,4419,1
9762,23/02/2004,44,9401,1
9763,15/02/2004,88,740,2
9764,15/02/2004,3,8068,3
9765,20/02/2004,71,9477,2
9766,20/02/2004,32,3996,3
9767,20/02/2004,81,2208,2
9768,20/02/2004,74,4867,2
9769,20/02/2004,59,6838,2
9770,15/02/2004,38,1672,3
9771,15/02/2004,100,5254,1
9772,24/02/2004,77,1496,1
9773,24/02/2004,58,1231,3
9774,24/02/2004,59,9253,3
9775,24/02/2004,72,1979,1
9776,24/02/2004,54,3355,1
9777,24/02/2004,35,5999,3
9778,24/02/2004,73,4404,3
9779,24/02/2004,5,7247,3
9780,24/02/2004,35,6859,3
9781,5/02/2004,54,9603,2
9782,5/02/2004,86,7094,3
9783,5/02/2004,5,1433,3
9784,5/02/2004,57,9211,1
9785,5/02/2004,96,8153,3
9786,5/02/2004,46,871,1
9787,5/02/2004,37,9946,2
9788,5/02/2004,5,4151,1
9789,5/02/2004,100,2936,3
9790,5/02/2004,69,225,1
9791,5/02/2004,5,8039,3
9792,5/02/2004,66,9858,3
9793,5/02/2004,80,5614,2
9794,5/02/2004,83,6228,2
9795,5/02/2004,32,1452,1
9796,5/02/2004,85,4253,1
9797,6/02/2004,96,1927,2
9798,1/02/2004,32,7817,1
9799,1/02/2004,79,1608,1
9800,14/02/2004,31,4726,3
9801,14/02/2004,18,2009,2
9802,14/02/2004,64,8067,3
9803,14/02/2004,68,965,2
9804,14/02/2004,86,2838,1
9805,22/02/2004,92,555,1
9806,22/02/2004,91,9591,1
9807,22/02/2004,100,7266,3
9808,22/02/2004,59,4354,3
9809,22/02/2004,18,1565,1
9810,22/02/2004,35,128,1
9811,22/02/2004,81,4138,2
9812,22/02/2004,2,7716,2
9813,22/02/2004,64,9754,1
9814,10/02/2004,92,9385,3
9815,10/02/2004,2,5580,1
9816,2/02/2004,98,2722,3
9817,2/02/2004,50,6553,1
9818,2/02/2004,87,2349,2
9819,2/02/2004,24,2096,3
9820,2/02/2004,2,1726,2
9821,2/02/2004,31,8871,1
9822,20/02/2004,54,7667,2
9823,20/02/2004,27,6989,1
9824,20/02/2004,38,8198,2
9825,20/02/2004,36,2172,3
9826,20/02/2004,74,2000,3
9827,28/02/2004,70,8109,2
9828,28/02/2004,77,8984,2
9829,28/02/2004,71,5979,1
9830,28/02/2004,81,8479,3
9831,28/02/2004,23,8034,1
9832,28/02/2004,46,1735,3
9833,28/02/2004,88,2058,3
9834,28/02/2004,100,9912,3
9835,28/02/2004,44,3115,3
9836,15/02/2004,45,4115,1
9837,15/02/2004,82,953,2
9838,15/02/2004,77,8387,1
9839,15/02/2004,57,8519,3
9840,28/02/2004,52,1289,3
9841,28/02/2004,39,189,3
9842,28/02/2004,8,7051,3
9843,28/02/2004,1,9971,3
9844,28/02/2004,89,5127,1
9845,28/02/2004,59,7353,2
9846,28/02/2004,78,767,1
9847,28/02/2004,62,2618,2
9848,2/02/2004,42,1718,1
9849,2/02/2004,86,800,1
9850,2/02/2004,82,1020,3
9851,2/02/2004,7,9437,1
9852,2/02/2004,27,5946,1
9853,28/02/2004,35,7000,3
9854,28/02/2004,71,8161,3
9855,28/02/2004,96,7248,1
9856,28/02/2004,98,8999,2
9857,28/02/2004,84,8326,3
9858,28/02/2004,72,5067,1
9859,28/02/2004,5,5706,2
9860,28/02/2004,45,2025,2
9861,28/02/2004,8,323,2
9862,15/02/2004,74,440,1
9863,15/02/2004,8,7193,2
9864,15/02/2004,99,5719,3
9865,15/02/2004,53,3619,3
9866,15/02/2004,21,6880,1
9867,15/02/2004,85,5593,2
9868,22/02/2004,29,7441,2
9869,22/02/2004,50,6352,1
9870,22/02/2004,8,7595,1
9871,22/02/2004,40,8146,3
9872,22/02/2004,28,7075,3
9873,22/02/2004,100,3361,1
9874,27/02/2004,7,490,2
9875,18/02/2004,58,3338,3
9876,2/02/2004,79,1772,1
9877,2/02/2004,80,4829,3
9878,2/02/2004,7,9688,1
9879,2/02/2004,25,1721,3
9880,2/02/2004,94,3238,3
9881,2/02/2004,3,6900,1
9882,2/02/2004,75,8333,1
9883,2/02/2004,70,2666,3
9884,21/02/2004,72,7167,2
9885,21/02/2004,55,4164,3
9886,21/02/2004,64,4399,3
9887,21/02/2004,24,9624,2
9888,21/02/2004,35,6432,2
9889,21/02/2004,1,3292,3
9890,21/02/2004,62,7367,3
9891,21/02/2004,36,7416,3
9892,27/02/2004,56,9001,1
9893,27/02/2004,20,2850,3
9894,27/02/2004,35,1494,2
